NAME                                   READY   STATUS                       RESTARTS   AGE     IP             NODE     NOMINATED NODE   READINESS GATES
job.batch/theta-dns-health-29363390   Running   0/1           5d         5d      check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=f57cc4a9-5e3a-40f3-a7cd-4977ded33196
job.batch/theta-dns-health-29363395   Running   0/1           5d         5d      check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=692bb682-dcb5-4b02-98e1-d9e047ae6e39
job.batch/theta-dns-health-29363400   Running   0/1           5d         5d      check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=46ee9101-e065-4dfe-a727-0de00b50bbdb
job.batch/theta-dns-health-29363405   Running   0/1           5d         5d      check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=0428e68a-2862-40c3-a949-e9bdcbb35efe
job.batch/theta-dns-health-29363410   Running   0/1           5d         5d      check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=ee0c404d-72a7-4e7b-8911-a42710a501a7
job.batch/theta-dns-health-29363415   Running   0/1           5d         5d      check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=93df0ce0-d029-4ca4-861b-c4ccc0d07cb2
job.batch/theta-dns-health-29363420   Running   0/1           4d23h      4d23h   check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=0a454611-cb68-429e-be40-b982e232b67e
job.batch/theta-dns-health-29363425   Running   0/1           4d23h      4d23h   check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=a40bdbb6-2c2b-460a-a831-0b534ff97f5b
job.batch/theta-dns-health-29363430   Running   0/1           4d23h      4d23h   check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=cd836ce7-2398-40a1-b23f-1704d35e8118
job.batch/theta-dns-health-29363435   Running   0/1           4d23h      4d23h   check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=96cc1572-4a13-411a-a78d-59a53eed42b4
job.batch/theta-dns-health-29363440   Running   0/1           4d23h      4d23h   check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=d5a0dd3c-d50c-45c3-9790-afe810e51655
job.batch/theta-dns-health-29363445   Running   0/1           4d23h      4d23h   check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=a8c612df-ddb0-486f-be0c-d512cc3794cd
job.batch/theta-dns-health-29363450   Running   0/1           4d23h      4d23h   check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=9257a1b8-cd14-4e1a-8ee0-c67df46d0b33
job.batch/theta-dns-health-29363455   Running   0/1           4d23h      4d23h   check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=76c2df13-69f8-4692-8388-b7f7c9be97b1
job.batch/theta-dns-health-29363460   Running   0/1           4d23h      4d23h   check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=bdbf6867-b173-4728-8d8e-cac9062aade8
job.batch/theta-dns-health-29363465   Running   0/1           4d23h      4d23h   check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=e23fc92c-7d1c-4eb7-9b68-a350060a5b08
job.batch/theta-dns-health-29363470   Running   0/1           4d23h      4d23h   check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=e2c1f79a-cad7-4db8-9932-fb3fd1c461f9
job.batch/theta-dns-health-29363475   Running   0/1           4d23h      4d23h   check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=daaf945b-25d9-4381-84b5-0747fe9aa5cc
job.batch/theta-dns-health-29363480   Running   0/1           4d22h      4d22h   check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=28fe9a22-36e3-49df-9737-b54e69e34770
job.batch/theta-dns-health-29363485   Running   0/1           4d22h      4d22h   check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=072df6f5-2e36-4012-af81-429454a9434a
job.batch/theta-dns-health-29363490   Running   0/1           4d22h      4d22h   check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=8dd65f15-4a40-4eb5-be9e-d0d6401657dc
job.batch/theta-dns-health-29363495   Running   0/1           4d22h      4d22h   check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=ffe013f7-0b96-44c1-8efa-76cc0d2f44de
job.batch/theta-dns-health-29363500   Running   0/1           4d22h      4d22h   check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=b93da317-41d6-4620-a6d6-141c2c89c0f7
job.batch/theta-dns-health-29363505   Running   0/1           4d22h      4d22h   check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=4b6b4601-4f30-496c-99bc-bb69d8c58976
job.batch/theta-dns-health-29363510   Running   0/1           4d22h      4d22h   check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=f0bbe91e-1de7-49fb-bc6a-47a28f56273e
job.batch/theta-dns-health-29363515   Running   0/1           4d22h      4d22h   check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=8635f9bf-e506-4abb-94b7-2334d2793a40
job.batch/theta-dns-health-29363520   Running   0/1           4d22h      4d22h   check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=510cc0cf-6e5e-4ccc-9e4d-afb5f3c4e38e
job.batch/theta-dns-health-29363525   Running   0/1           4d22h      4d22h   check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=ae6bc71e-c271-435c-9ac3-a70277eadc91
job.batch/theta-dns-health-29363530   Running   0/1           4d22h      4d22h   check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=ac8e4fd0-8ed1-442c-ad2d-3a007596900b
job.batch/theta-dns-health-29363535   Running   0/1           4d22h      4d22h   check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=e568cd13-6cf1-476d-8ca5-f607acdf86ed
job.batch/theta-dns-health-29363540   Running   0/1           4d21h      4d21h   check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=adfda55e-370f-42c6-86b1-da043cab3d3d
job.batch/theta-dns-health-29363545   Running   0/1           4d21h      4d21h   check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=544285cf-e160-4ad3-bf9f-4e597206057f
job.batch/theta-dns-health-29363550   Running   0/1           4d21h      4d21h   check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=cd819740-d77a-4ebb-b762-ea3fe323dfc2
job.batch/theta-dns-health-29363555   Running   0/1           4d21h      4d21h   check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=16f57cf2-7dad-40a7-bcfd-4e334d992ca1
job.batch/theta-dns-health-29363560   Running   0/1           4d21h      4d21h   check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=6c29d13a-d56a-4dcc-846c-58dc3aad8c0c
job.batch/theta-dns-health-29363565   Running   0/1           4d21h      4d21h   check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=04f2540f-2858-45fa-8afb-a765668f1587
job.batch/theta-dns-health-29363570   Running   0/1           4d21h      4d21h   check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=3cc269e8-5d00-40f8-87d9-e6234d39a508
job.batch/theta-dns-health-29363575   Running   0/1           4d21h      4d21h   check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=5502b7b8-a331-4265-a985-62188fdbc820
job.batch/theta-dns-health-29363580   Running   0/1           4d21h      4d21h   check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=b95bb989-db63-4ca6-b7c1-fc103474edca
job.batch/theta-dns-health-29363585   Running   0/1           4d21h      4d21h   check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=8f07d789-e8b0-45dd-a157-50e1b9cdd807
job.batch/theta-dns-health-29363590   Running   0/1           4d21h      4d21h   check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=590f1fd3-555f-4b83-ab61-62f2e8ff82e8
job.batch/theta-dns-health-29363595   Running   0/1           4d21h      4d21h   check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=777053b7-f58c-4b3c-85af-f693a71443fc
job.batch/theta-dns-health-29363600   Running   0/1           4d20h      4d20h   check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=2233ac82-b239-4c8c-8aa7-410ed684f5c8
job.batch/theta-dns-health-29363605   Running   0/1           4d20h      4d20h   check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=54c5611d-e0b1-454a-9efa-41638da1371f
job.batch/theta-dns-health-29363610   Running   0/1           4d20h      4d20h   check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=33ac09f4-5d54-4881-a2f8-1713e233096b
job.batch/theta-dns-health-29363615   Running   0/1           4d20h      4d20h   check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=a688a0dd-ba3a-43cd-af02-3b30872c2f4b
job.batch/theta-dns-health-29363620   Running   0/1           4d20h      4d20h   check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=3933db96-dc63-479f-b8c2-7e303862c53a
job.batch/theta-dns-health-29363625   Running   0/1           4d20h      4d20h   check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=0a23091a-1e0f-44cd-9522-5fa65c145a0f
job.batch/theta-dns-health-29363630   Running   0/1           4d20h      4d20h   check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=eb6b29a6-4a44-4531-904c-cf07aebac681
job.batch/theta-dns-health-29363635   Running   0/1           4d20h      4d20h   check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=b1caea9d-270a-4198-be37-4780a9d58a99
job.batch/theta-dns-health-29363640   Running   0/1           4d20h      4d20h   check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=97f3b6fb-2120-419f-bf74-ced824040649
job.batch/theta-dns-health-29363645   Running   0/1           4d20h      4d20h   check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=9a160144-bcf2-41ce-96f7-75222cd6daf2
job.batch/theta-dns-health-29363650   Running   0/1           4d20h      4d20h   check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=5e2096e7-754e-4e5e-82f1-c27db94c30a6
job.batch/theta-dns-health-29363655   Running   0/1           4d20h      4d20h   check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=517509ea-e4c4-47d3-8a7d-6ba0f29a0332
job.batch/theta-dns-health-29363660   Running   0/1           4d19h      4d19h   check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=2f017618-bb6a-40d0-8386-9c2d6730490b
job.batch/theta-dns-health-29363665   Running   0/1           4d19h      4d19h   check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=830cfcaa-e27c-4c48-a476-d3920b016b6b
job.batch/theta-dns-health-29363670   Running   0/1           4d19h      4d19h   check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=613f6881-570c-4f22-bc6e-c49bfece4190
job.batch/theta-dns-health-29363675   Running   0/1           4d19h      4d19h   check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=7098a145-7301-4331-b9ac-f4b251c1b6d1
job.batch/theta-dns-health-29363680   Running   0/1           4d19h      4d19h   check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=a821f5a7-0100-4f2f-b6bc-4932ffd4e52f
job.batch/theta-dns-health-29363685   Running   0/1           4d19h      4d19h   check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=1b7959a7-627e-4dda-b8fa-967bb388b9cf
job.batch/theta-dns-health-29363690   Running   0/1           4d19h      4d19h   check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=5f35c201-aa57-4e47-a18a-c56216175439
job.batch/theta-dns-health-29363695   Running   0/1           4d19h      4d19h   check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=4fe7952c-4523-45fa-ad52-bd1745ff8d51
job.batch/theta-dns-health-29363700   Running   0/1           4d19h      4d19h   check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=3fe6f5a1-7a43-4591-b4a6-510ec9346547
job.batch/theta-dns-health-29363705   Running   0/1           4d19h      4d19h   check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=6c741ba9-0746-4842-90dc-577c7e41fc6f
job.batch/theta-dns-health-29363710   Running   0/1           4d19h      4d19h   check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=b4847295-8405-46ca-9475-c3e15fb2f867
job.batch/theta-dns-health-29363715   Running   0/1           4d19h      4d19h   check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=47d81ca2-9a6f-4336-871f-f77e67f3ba04
job.batch/theta-dns-health-29363720   Running   0/1           4d18h      4d18h   check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=4d277e48-a539-489c-82b4-291e68996792
job.batch/theta-dns-health-29363725   Running   0/1           4d18h      4d18h   check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=15b9409f-1c6d-418f-94bc-05a7538de730
job.batch/theta-dns-health-29363730   Running   0/1           4d18h      4d18h   check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=61a6e306-1306-4afa-8d74-b3623faa55ad
job.batch/theta-dns-health-29363735   Running   0/1           4d18h      4d18h   check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=e356856d-621e-40b6-a268-73b5243d4b40
job.batch/theta-dns-health-29363740   Running   0/1           4d18h      4d18h   check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=0138dde8-51bf-4d6c-85d0-b7b1ebcb035b
job.batch/theta-dns-health-29363745   Running   0/1           4d18h      4d18h   check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=d2b123a1-c3db-4a40-9526-6d5a7f6fca62
job.batch/theta-dns-health-29363750   Running   0/1           4d18h      4d18h   check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=ba002925-29ab-46dd-821a-2948f26afdb2
job.batch/theta-dns-health-29363755   Running   0/1           4d18h      4d18h   check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=c0404834-7e19-46b4-bed1-500d65127732
job.batch/theta-dns-health-29363760   Running   0/1           4d18h      4d18h   check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=24612be3-b0e1-43a8-af04-fb6922765554
job.batch/theta-dns-health-29363765   Running   0/1           4d18h      4d18h   check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=0f4e53bf-9c05-4e5c-a660-564549c9f802
job.batch/theta-dns-health-29363770   Running   0/1           4d18h      4d18h   check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=12caa56a-8fe7-4ad5-a3f7-8756931beb2f
job.batch/theta-dns-health-29363775   Running   0/1           4d18h      4d18h   check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=1f0ec703-418f-4ae8-8ee4-5d0c962903c5
job.batch/theta-dns-health-29363780   Running   0/1           4d17h      4d17h   check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=ee71e9b6-8f00-4c44-b18d-5a1905c583a2
job.batch/theta-dns-health-29363785   Running   0/1           4d17h      4d17h   check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=a17d1456-3dae-482b-a026-9e7507506a1f
job.batch/theta-dns-health-29363790   Running   0/1           4d17h      4d17h   check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=a7edc789-78a4-4d06-8715-bd5da9a5e597
job.batch/theta-dns-health-29363795   Running   0/1           4d17h      4d17h   check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=78f2f48c-9f6f-41ae-b813-b027d114779e
job.batch/theta-dns-health-29363800   Running   0/1           4d17h      4d17h   check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=428e5a4f-a1a7-46c9-a2c0-6a882e23266b
job.batch/theta-dns-health-29363805   Running   0/1           4d17h      4d17h   check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=d5a667e9-3dc7-456b-9cdf-aac169726911
job.batch/theta-dns-health-29363810   Running   0/1           4d17h      4d17h   check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=44b9419a-ba2c-4df8-b90e-b7d49501a618
job.batch/theta-dns-health-29363815   Running   0/1           4d17h      4d17h   check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=43ebaac9-503e-4214-b163-4c25b117a861
job.batch/theta-dns-health-29363820   Running   0/1           4d17h      4d17h   check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=a54c8619-2777-4ca0-b78f-7c1916ef0fb8
job.batch/theta-dns-health-29363825   Running   0/1           4d17h      4d17h   check        curlimages/curl:8.10.1   batch.kubernetes.io/controller-uid=603e10ef-f2a8-4734-baa7-0d0e3af25cdc
